,FIPS,State,County,Lyme_Burgdorferi_Present,Lyme_Mayonii_Present
466,13161,GA  ,Jeff Davis County                                                                                   ,0,0
467,13163,GA  ,Jefferson County                                                                                    ,0,0
468,13165,GA  ,Jenkins County                                                                                      ,0,0
469,13167,GA  ,Johnson County                                                                                      ,0,0
470,13169,GA  ,Jones County                                                                                        ,0,0
471,13171,GA  ,Lamar County                                                                                        ,0,0
472,13173,GA  ,Lanier County                                                                                       ,0,0
473,13175,GA  ,Laurens County                                                                                      ,0,0
474,13177,GA  ,Lee County                                                                                          ,0,0
475,13179,GA,Liberty County,1,0
476,13181,GA  ,Lincoln County                                                                                      ,0,0
477,13183,GA  ,Long County                                                                                         ,0,0
478,13185,GA  ,Lowndes County                                                                                      ,0,0
479,13187,GA  ,Lumpkin County                                                                                      ,0,0
480,13189,GA  ,McDuffie County                                                                                     ,0,0
481,13191,GA,McIntosh County,1,0
482,13193,GA  ,Macon County                                                                                        ,0,0
483,13195,GA  ,Madison County                                                                                      ,0,0
484,13197,GA  ,Marion County                                                                                       ,0,0
485,13199,GA  ,Meriwether County                                                                                   ,0,0
486,13201,GA  ,Miller County                                                                                       ,0,0
487,13205,GA  ,Mitchell County                                                                                     ,0,0
488,13207,GA  ,Monroe County                                                                                       ,0,0
489,13209,GA  ,Montgomery County                                                                                   ,0,0
490,13211,GA  ,Morgan County                                                                                       ,0,0
491,13213,GA  ,Murray County                                                                                       ,0,0
492,13215,GA  ,Muscogee County                                                                                     ,0,0
493,13217,GA  ,Newton County                                                                                       ,0,0
494,13219,GA  ,Oconee County                                                                                       ,0,0
495,13221,GA  ,Oglethorpe County                                                                                   ,0,0
496,13223,GA  ,Paulding County                                                                                     ,0,0
497,13225,GA  ,Peach County                                                                                        ,0,0
498,13227,GA  ,Pickens County                                                                                      ,0,0
499,13229,GA  ,Pierce County                                                                                       ,0,0
500,13231,GA  ,Pike County                                                                                         ,0,0
501,13233,GA  ,Polk County                                                                                         ,0,0
502,13235,GA  ,Pulaski County                                                                                      ,0,0
503,13237,GA  ,Putnam County                                                                                       ,0,0
504,13239,GA  ,Quitman County                                                                                      ,0,0
505,13241,GA  ,Rabun County                                                                                        ,0,0
506,13243,GA  ,Randolph County                                                                                     ,0,0
507,13245,GA  ,Richmond County                                                                                     ,0,0
508,13247,GA  ,Rockdale County                                                                                     ,0,0
509,13249,GA  ,Schley County                                                                                       ,0,0
510,13251,GA  ,Screven County                                                                                      ,0,0
511,13253,GA  ,Seminole County                                                                                     ,0,0
512,13255,GA  ,Spalding County                                                                                     ,0,0
513,13257,GA  ,Stephens County                                                                                     ,0,0
514,13259,GA  ,Stewart County                                                                                      ,0,0
515,13261,GA  ,Sumter County                                                                                       ,0,0
516,13263,GA  ,Talbot County                                                                                       ,0,0
517,13265,GA  ,Taliaferro County                                                                                   ,0,0
518,13267,GA  ,Tattnall County                                                                                     ,0,0
519,13269,GA  ,Taylor County                                                                                       ,0,0
520,13271,GA  ,Telfair County                                                                                      ,0,0
521,13273,GA  ,Terrell County                                                                                      ,0,0
522,13275,GA  ,Thomas County                                                                                       ,0,0
523,13277,GA  ,Tift County                                                                                         ,0,0
524,13279,GA  ,Toombs County                                                                                       ,0,0
525,13281,GA  ,Towns County                                                                                        ,0,0
526,13283,GA  ,Treutlen County                                                                                     ,0,0
527,13285,GA  ,Troup County                                                                                        ,0,0
528,13287,GA  ,Turner County                                                                                       ,0,0
529,13289,GA  ,Twiggs County                                                                                       ,0,0
530,13291,GA  ,Union County                                                                                        ,0,0
531,13293,GA  ,Upson County                                                                                        ,0,0
532,13295,GA  ,Walker County                                                                                       ,0,0
533,13297,GA  ,Walton County                                                                                       ,0,0
534,13299,GA  ,Ware County                                                                                         ,0,0
535,13301,GA  ,Warren County                                                                                       ,0,0
536,13303,GA  ,Washington County                                                                                   ,0,0
537,13305,GA  ,Wayne County                                                                                        ,0,0
538,13307,GA  ,Webster County                                                                                      ,0,0
539,13309,GA  ,Wheeler County                                                                                      ,0,0
540,13311,GA  ,White County                                                                                        ,0,0
541,13313,GA  ,Whitfield County                                                                                    ,0,0
542,13315,GA  ,Wilcox County                                                                                       ,0,0
543,13317,GA  ,Wilkes County                                                                                       ,0,0
544,13319,GA  ,Wilkinson County                                                                                    ,0,0
545,13321,GA  ,Worth County                                                                                        ,0,0
546,15001,HI  ,Hawaii County                                                                                       ,0,0
547,15003,HI  ,Honolulu County                                                                                     ,0,0
548,15005,HI  ,Kalawao County                                                                                      ,0,0
549,15007,HI  ,Kauai County                                                                                        ,0,0
550,15009,HI  ,Maui County                                                                                         ,0,0
551,16001,ID  ,Ada County                                                                                          ,0,0
552,16003,ID  ,Adams County                                                                                        ,0,0
553,16005,ID  ,Bannock County                                                                                      ,0,0
554,16007,ID  ,Bear Lake County                                                                                    ,0,0
555,16009,ID  ,Benewah County                                                                                      ,0,0
556,16011,ID  ,Bingham County                                                                                      ,0,0
557,16013,ID  ,Blaine County                                                                                       ,0,0
558,16015,ID  ,Boise County                                                                                        ,0,0
559,16017,ID  ,Bonner County                                                                                       ,0,0
560,16019,ID  ,Bonneville County                                                                                   ,0,0
561,16021,ID  ,Boundary County                                                                                     ,0,0
562,16023,ID  ,Butte County                                                                                        ,0,0
563,16025,ID  ,Camas County                                                                                        ,0,0
564,16027,ID  ,Canyon County                                                                                       ,0,0
565,16029,ID  ,Caribou County                                                                                      ,0,0
566,16031,ID  ,Cassia County                                                                                       ,0,0
567,16033,ID  ,Clark County                                                                                        ,0,0
568,16035,ID  ,Clearwater County                                                                                   ,0,0
569,16037,ID  ,Custer County                                                                                       ,0,0
570,16039,ID  ,Elmore County                                                                                       ,0,0
571,16041,ID  ,Franklin County                                                                                     ,0,0
572,16043,ID  ,Fremont County                                                                                      ,0,0
573,16045,ID  ,Gem County                                                                                          ,0,0
574,16047,ID  ,Gooding County                                                                                      ,0,0
575,16049,ID  ,Idaho County                                                                                        ,0,0
576,16051,ID  ,Jefferson County                                                                                    ,0,0
577,16053,ID  ,Jerome County                                                                                       ,0,0
578,16055,ID  ,Kootenai County                                                                                     ,0,0
579,16057,ID  ,Latah County                                                                                        ,0,0
580,16059,ID  ,Lemhi County                                                                                        ,0,0
581,16061,ID  ,Lewis County                                                                                        ,0,0
582,16063,ID  ,Lincoln County                                                                                      ,0,0
583,16065,ID  ,Madison County                                                                                      ,0,0
584,16067,ID  ,Minidoka County                                                                                     ,0,0
585,16069,ID  ,Nez Perce County                                                                                    ,0,0
586,16071,ID  ,Oneida County                                                                                       ,0,0
587,16073,ID  ,Owyhee County                                                                                       ,0,0
588,16075,ID  ,Payette County                                                                                      ,0,0
589,16077,ID  ,Power County                                                                                        ,0,0
590,16079,ID  ,Shoshone County                                                                                     ,0,0
591,16081,ID  ,Teton County                                                                                        ,0,0
592,16083,ID  ,Twin Falls County                                                                                   ,0,0
593,16085,ID  ,Valley County                                                                                       ,0,0
594,16087,ID  ,Washington County                                                                                   ,0,0
595,17001,IL  ,Adams County                                                                                        ,0,0
596,17003,IL  ,Alexander County                                                                                    ,0,0
597,17005,IL  ,Bond County                                                                                         ,0,0
598,17007,IL  ,Boone County                                      ,1,0
599,17009,IL  ,Brown County                                                                                        ,0,0
600,17011,IL  ,Bureau County                                                                                       ,0,0
601,17013,IL  ,Calhoun County                                                                                      ,0,0
602,17015,IL  ,Carroll County                                    ,1,0
603,17017,IL  ,Cass County                                       ,0,0
604,17019,IL  ,Champaign County                                                                                    ,0,0
605,17021,IL  ,Christian County                                                                                    ,0,0
606,17023,IL  ,Clark County                                      ,0,0
607,17025,IL  ,Clay County                                                                                         ,0,0
608,17027,IL  ,Clinton County                                                                                      ,0,0
609,17029,IL  ,Coles County                                      ,0,0
610,17031,IL  ,Cook County                                       ,0,0
611,17033,IL  ,Crawford County                                                                                     ,0,0
612,17035,IL  ,Cumberland County                                                                                   ,0,0
613,17037,IL  ,DeKalb County                                                                                       ,0,0
614,17039,IL  ,De Witt County                                    ,0,0
615,17041,IL  ,Douglas County                                                                                      ,0,0
616,17043,IL  ,DuPage County                                     ,1,0
617,17045,IL  ,Edgar County                                                                                        ,0,0
618,17047,IL  ,Edwards County                                                                                      ,0,0
619,17049,IL  ,Effingham County                                                                                    ,0,0
620,17051,IL  ,Fayette County                                                                                      ,0,0
621,17053,IL  ,Ford County                                                                                         ,0,0
622,17055,IL  ,Franklin County                                                                                     ,0,0
623,17057,IL  ,Fulton County                                     ,1,0
624,17059,IL  ,Gallatin County                                                                                     ,0,0
625,17061,IL  ,Greene County                                                                                       ,0,0
626,17063,IL  ,Grundy County                                                                                       ,0,0
627,17065,IL  ,Hamilton County                                                                                     ,0,0
628,17067,IL  ,Hancock County                                                                                      ,0,0
629,17069,IL  ,Hardin County                                                                                       ,0,0
630,17071,IL  ,Henderson County                                  ,0,0
631,17073,IL  ,Henry County                                                                                        ,0,0
632,17075,IL  ,Iroquois County                                   ,0,0
633,17077,IL  ,Jackson County                                                                                      ,0,0
634,17079,IL  ,Jasper County                                                                                       ,0,0
635,17081,IL  ,Jefferson County                                                                                    ,0,0
636,17083,IL  ,Jersey County                                     ,0,0
637,17085,IL  ,Jo Daviess County                                 ,1,0
638,17087,IL  ,Johnson County                                                                                      ,0,0
639,17089,IL  ,Kane County                                       ,0,0
640,17091,IL  ,Kankakee County                                   ,0,0
641,17093,IL  ,Kendall County                                    ,1,0
642,17095,IL  ,Knox County                                       ,1,0
643,17097,IL  ,Lake County                                       ,1,0
644,17099,IL  ,La Salle County                                   ,1,0
645,17101,IL  ,Lawrence County                                   ,0,0
646,17103,IL  ,Lee County                                        ,1,0
647,17105,IL  ,Livingston County                                 ,0,0
648,17107,IL  ,Logan County                                                                                        ,0,0
649,17109,IL  ,McDonough County                                                                                    ,0,0
650,17111,IL  ,McHenry County                                    ,0,0
651,17113,IL  ,McLean County                                     ,0,0
652,17115,IL  ,Macon County                                      ,0,0
653,17117,IL  ,Macoupin County                                                                                     ,0,0
654,17119,IL  ,Madison County                                                                                      ,0,0
655,17121,IL  ,Marion County                                                                                       ,0,0
656,17123,IL  ,Marshall County                                                                                     ,0,0
657,17125,IL  ,Mason County                                                                                        ,0,0
658,17127,IL  ,Massac County                                                                                       ,0,0
659,17129,IL  ,Menard County                                                                                       ,0,0
660,17131,IL  ,Mercer County                                                                                       ,0,0
661,17133,IL  ,Monroe County                                                                                       ,0,0
662,17135,IL  ,Montgomery County                                                                                   ,0,0
663,17137,IL  ,Morgan County                                                                                       ,0,0
664,17139,IL  ,Moultrie County                                                                                     ,0,0
665,17141,IL,Ogle County                                       ,1,0
666,17143,IL  ,Peoria County                                     ,1,0
667,17145,IL  ,Perry County                                                                                        ,0,0
668,17147,IL  ,Piatt County                                                                                        ,0,0
669,17149,IL  ,Pike County                                                                                         ,0,0
670,17151,IL  ,Pope County                                       ,0,0
671,17153,IL  ,Pulaski County                                                                                      ,0,0
672,17155,IL,Putnam County                                     ,1,0
673,17157,IL  ,Randolph County                                                                                     ,0,0
674,17159,IL  ,Richland County                                                                                     ,0,0
675,17161,IL  ,Rock Island County                                ,1,0
676,17163,IL  ,St. Clair County                                                                                    ,0,0
677,17165,IL  ,Saline County                                                                                       ,0,0
678,17167,IL  ,Sangamon County                                                                                     ,0,0
679,17169,IL  ,Schuyler County                                                                                     ,0,0
680,17171,IL  ,Scott County                                                                                        ,0,0
681,17173,IL,Shelby County                                     ,1,0
682,17175,IL  ,Stark County                                                                                        ,0,0
683,17177,IL  ,Stephenson County                                                                                   ,0,0
684,17179,IL  ,Tazewell County                                   ,0,0
685,17181,IL  ,Union County                                      ,0,0
686,17183,IL,Vermilion County                                  ,1,0
687,17185,IL  ,Wabash County                                                                                       ,0,0
688,17187,IL  ,Warren County                                                                                       ,0,0
689,17189,IL  ,Washington County                                                                                   ,0,0
690,17191,IL  ,Wayne County                                                                                        ,0,0
691,17193,IL  ,White County                                                                                        ,0,0
692,17195,IL  ,Whiteside County                                  ,0,0
693,17197,IL  ,Will County                                       ,1,0
694,17199,IL  ,Williamson County                                                                                   ,0,0
695,17201,IL  ,Winnebago County                                                                                    ,0,0
696,17203,IL  ,Woodford County                                   ,1,0
697,18001,IN  ,Adams County                                                                                        ,0,0
698,18003,IN  ,Allen County                                                                                        ,0,0
699,18005,IN  ,Bartholomew County                                                                                  ,0,0
700,18007,IN  ,Benton County                                                                                       ,0,0
701,18009,IN  ,Blackford County                                                                                    ,0,0
702,18011,IN  ,Boone County                                                                                        ,0,0
703,18013,IN  ,Brown County                                                                                        ,0,0
704,18015,IN  ,Carroll County                                    ,1,0
705,18017,IN  ,Cass County                                       ,1,0
706,18019,IN  ,Clark County                                      ,1,0
707,18021,IN  ,Clay County                                       ,1,0
708,18023,IN  ,Clinton County                                                                                      ,0,0
709,18025,IN  ,Crawford County                                   ,0,0
710,18027,IN  ,Daviess County                                                                                      ,0,0
711,18029,IN  ,Dearborn County                                   ,1,0
712,18031,IN  ,Decatur County                                    ,1,0
713,18033,IN  ,De Kalb County                                                                                      ,0,0
714,18035,IN  ,Delaware County                                                                                     ,0,0
715,18037,IN  ,Dubois County                                     ,0,0
716,18039,IN  ,Elkhart County                                    ,1,0
717,18041,IN  ,Fayette County                                    ,1,0
718,18043,IN  ,Floyd County                                      ,1,0
719,18045,IN  ,Fountain County                                                                                     ,0,0
720,18047,IN  ,Franklin County                                   ,1,0
721,18049,IN  ,Fulton County                                     ,1,0
722,18051,IN  ,Gibson County                                     ,1,0
723,18053,IN  ,Grant County                                      ,0,0
724,18055,IN  ,Greene County                                     ,1,0
725,18057,IN  ,Hamilton County                                                                                     ,0,0
726,18059,IN  ,Hancock County                                                                                      ,0,0
727,18061,IN  ,Harrison County                                                                                     ,0,0
728,18063,IN  ,Hendricks County                                  ,0,0
729,18065,IN  ,Henry County                                                                                        ,0,0
730,18067,IN  ,Howard County                                                                                       ,0,0
731,18069,IN  ,Huntington County                                 ,0,0
732,18071,IN  ,Jackson County                                    ,1,0
733,18073,IN  ,Jasper County                                     ,1,0
734,18075,IN  ,Jay County                                                                                          ,0,0
735,18077,IN  ,Jefferson County                                                                                    ,0,0
736,18079,IN  ,Jennings County                                   ,1,0
737,18081,IN  ,Johnson County                                    ,1,0
738,18083,IN  ,Knox County                                                                                         ,0,0
739,18085,IN  ,Kosciusko County                                  ,1,0
740,18087,IN  ,Lagrange County                                   ,1,0
741,18089,IN  ,Lake County                                       ,1,0
742,18091,IN  ,La Porte County                                   ,1,0
743,18093,IN  ,Lawrence County                                                                                     ,0,0
744,18095,IN  ,Madison County                                                                                      ,0,0
745,18097,IN  ,Marion County                                     ,1,0
746,18099,IN  ,Marshall County                                   ,1,0
747,18101,IN  ,Martin County                                     ,1,0
748,18103,IN  ,Miami County                                      ,1,0
749,18105,IN  ,Monroe County                                     ,1,0
750,18107,IN  ,Montgomery County                                 ,1,0
751,18109,IN  ,Morgan County                                     ,1,0
752,18111,IN  ,Newton County                                     ,1,0
753,18113,IN  ,Noble County                                      ,1,0
754,18115,IN  ,Ohio County                                       ,1,0
755,18117,IN  ,Orange County                                     ,1,0
756,18119,IN  ,Owen County                                       ,1,0
757,18121,IN  ,Parke County                                      ,1,0
758,18123,IN  ,Perry County                                      ,0,0
759,18125,IN  ,Pike County                                       ,1,0
760,18127,IN  ,Porter County                                     ,1,0
761,18129,IN  ,Posey County                                      ,1,0
762,18131,IN,Pulaski County                                    ,1,0
763,18133,IN  ,Putnam County                                     ,1,0
764,18135,IN  ,Randolph County                                                                                     ,0,0
765,18137,IN  ,Ripley County                                     ,1,0
766,18139,IN  ,Rush County                                                                                         ,0,0
767,18141,IN  ,St. Joseph County                                 ,1,0
768,18143,IN  ,Scott County                                      ,1,0
769,18145,IN  ,Shelby County                                                                                       ,0,0
770,18147,IN  ,Spencer County                                                                                      ,0,0
771,18149,IN  ,Starke County                                     ,1,0
772,18151,IN  ,Steuben County                                    ,1,0
773,18153,IN  ,Sullivan County                                                                                     ,0,0
774,18155,IN  ,Switzerland County                                                                                  ,0,0
775,18157,IN  ,Tippecanoe County                                 ,1,0
776,18159,IN  ,Tipton County                                                                                       ,0,0
777,18161,IN  ,Union County                                                                                        ,0,0
778,18163,IN  ,Vanderburgh County                                ,0,0
779,18165,IN  ,Vermillion County                                                                                   ,0,0
780,18167,IN  ,Vigo County                                                                                         ,0,0
781,18169,IN  ,Wabash County                                     ,0,0
782,18171,IN  ,Warren County                                     ,1,0
783,18173,IN  ,Warrick County                                                                                      ,0,0
784,18175,IN  ,Washington County                                                                                   ,0,0
785,18177,IN  ,Wayne County                                                                                        ,0,0
786,18179,IN  ,Wells County                                                                                        ,0,0
787,18181,IN  ,White County                                                                                        ,0,0
788,18183,IN  ,Whitley County                                    ,0,0
789,19001,IA  ,Adair County                                                                                        ,0,0
790,19003,IA  ,Adams County                                                                                        ,0,0
791,19005,IA  ,Allamakee County                                  ,1,0
792,19007,IA  ,Appanoose County                                                                                    ,0,0
793,19009,IA  ,Audubon County                                                                                      ,0,0
794,19011,IA  ,Benton County                                                                                       ,0,0
795,19013,IA  ,Black Hawk County                                                                                   ,0,0
796,19015,IA  ,Boone County                                                                                        ,0,0
797,19017,IA  ,Bremer County                                                                                       ,0,0
798,19019,IA  ,Buchanan County                                                                                     ,0,0
799,19021,IA  ,Buena Vista County                                                                                  ,0,0
800,19023,IA  ,Butler County                                                                                       ,0,0
801,19025,IA  ,Calhoun County                                                                                      ,0,0
802,19027,IA  ,Carroll County                                                                                      ,0,0
803,19029,IA  ,Cass County                                                                                         ,0,0
804,19031,IA  ,Cedar County                                                                                        ,0,0
805,19033,IA  ,Cerro Gordo County                                                                                  ,0,0
806,19035,IA  ,Cherokee County                                                                                     ,0,0
807,19037,IA  ,Chickasaw County                                                                                    ,0,0
808,19039,IA  ,Clarke County                                                                                       ,0,0
809,19041,IA  ,Clay County                                                                                         ,0,0
810,19043,IA  ,Clayton County                                    ,1,0
811,19045,IA  ,Clinton County                                                                                      ,0,0
812,19047,IA  ,Crawford County                                                                                     ,0,0
813,19049,IA  ,Dallas County                                                                                       ,0,0
814,19051,IA  ,Davis County                                                                                        ,0,0
815,19053,IA  ,Decatur County                                                                                      ,0,0
816,19055,IA  ,Delaware County                                   ,0,0
817,19057,IA  ,Des Moines County                                                                                   ,0,0
818,19059,IA  ,Dickinson County                                                                                    ,0,0
819,19061,IA  ,Dubuque County                                                                                      ,0,0
820,19063,IA  ,Emmet County                                                                                        ,0,0
821,19065,IA  ,Fayette County                                    ,0,0
822,19067,IA  ,Floyd County                                                                                        ,0,0
823,19069,IA  ,Franklin County                                                                                     ,0,0
824,19071,IA  ,Fremont County                                                                                      ,0,0
825,19073,IA  ,Greene County                                                                                       ,0,0
826,19075,IA  ,Grundy County                                                                                       ,0,0
827,19077,IA  ,Guthrie County                                                                                      ,0,0
828,19079,IA  ,Hamilton County                                                                                     ,0,0
829,19081,IA  ,Hancock County                                                                                      ,0,0
830,19083,IA  ,Hardin County                                                                                       ,0,0
831,19085,IA  ,Harrison County                                                                                     ,0,0
832,19087,IA  ,Henry County                                                                                        ,0,0
833,19089,IA  ,Howard County                                                                                       ,0,0
834,19091,IA  ,Humboldt County                                                                                     ,0,0
835,19093,IA  ,Ida County                                                                                          ,0,0
836,19095,IA  ,Iowa County                                                                                         ,0,0
837,19097,IA  ,Jackson County                                                                                      ,0,0
838,19099,IA  ,Jasper County                                                                                       ,0,0
839,19101,IA  ,Jefferson County                                                                                    ,0,0
840,19103,IA  ,Johnson County                                                                                      ,0,0
841,19105,IA  ,Jones County                                                                                        ,0,0
842,19107,IA  ,Keokuk County                                                                                       ,0,0
843,19109,IA  ,Kossuth County                                                                                      ,0,0
844,19111,IA  ,Lee County                                                                                          ,0,0
845,19113,IA  ,Linn County                                       ,1,0
846,19115,IA  ,Louisa County                                                                                       ,0,0
847,19117,IA  ,Lucas County                                                                                        ,0,0
848,19119,IA  ,Lyon County                                                                                         ,0,0
849,19121,IA  ,Madison County                                                                                      ,0,0
850,19123,IA  ,Mahaska County                                                                                      ,0,0
851,19125,IA  ,Marion County                                                                                       ,0,0
852,19127,IA  ,Marshall County                                                                                     ,0,0
853,19129,IA  ,Mills County                                                                                        ,0,0
854,19131,IA  ,Mitchell County                                                                                     ,0,0
855,19133,IA  ,Monona County                                                                                       ,0,0
856,19135,IA  ,Monroe County                                                                                       ,0,0
857,19137,IA  ,Montgomery County                                                                                   ,0,0
858,19139,IA,Muscatine County                                  ,1,0
859,19141,IA  ,O'Brien County                                                                                      ,0,0
860,19143,IA  ,Osceola County                                                                                      ,0,0
861,19145,IA  ,Page County                                                                                         ,0,0
862,19147,IA  ,Palo Alto County                                                                                    ,0,0
863,19149,IA  ,Plymouth County                                                                                     ,0,0
864,19151,IA  ,Pocahontas County                                                                                   ,0,0
865,19153,IA  ,Polk County                                                                                         ,0,0
866,19155,IA  ,Pottawattamie County                                                                                ,0,0
867,19157,IA  ,Poweshiek County                                                                                    ,0,0
868,19159,IA  ,Ringgold County                                                                                     ,0,0
869,19161,IA  ,Sac County                                                                                          ,0,0
870,19163,IA  ,Scott County                                                                                        ,0,0
871,19165,IA  ,Shelby County                                                                                       ,0,0
872,19167,IA  ,Sioux County                                                                                        ,0,0
873,19169,IA  ,Story County                                                                                        ,0,0
874,19171,IA  ,Tama County                                                                                         ,0,0
875,19173,IA  ,Taylor County                                                                                       ,0,0
876,19175,IA  ,Union County                                                                                        ,0,0
877,19177,IA  ,Van Buren County                                                                                    ,0,0
878,19179,IA  ,Wapello County                                                                                      ,0,0
879,19181,IA  ,Warren County                                                                                       ,0,0
880,19183,IA  ,Washington County                                                                                   ,0,0
881,19185,IA  ,Wayne County                                                                                        ,0,0
882,19187,IA  ,Webster County                                    ,0,0
883,19189,IA  ,Winnebago County                                                                                    ,0,0
